Invoice ID,Invoice Status,Customer ID,Due Date,PurchaseOrder,SubTotal,Total,Balance,Adjustment,Expected Payment Date,Last Payment Date,Item Name,Item Desc,Quantity,Discount,Discount Amount,Item Total,Item Price,Product ID,SKU,Customer Name,Invoice Date,Invoice Number,Account,Account Code,Sales person,Item Type,Usage Unit
209792000001530309,Closed,209792000000152529,2021-05-15,,2448.30,2448.30,0.00,0.00,,2021-05-31,Avocado (Butter Fruit) (Kg),,4.6,0.00,0.000,1380.00,300.00,209792000001113064,84BMV425HU,FLAX-HEALTHY LIVING,2021-05-15,INV-008149,Sales,,,,1 Kg
209792000001530309,Closed,209792000000152529,2021-05-15,,2448.30,2448.30,0.00,0.00,,2021-05-31,Pomegranate (Kg),,2,0.00,0.000,440.00,220.00,209792000001112731,0EC14Y4KZP,FLAX-HEALTHY LIVING,2021-05-15,INV-008149,Sales,,,,1 Kg
209792000001530395,Closed,209792000000137255,2021-05-15,,101.40,101.40,0.00,0.00,,2021-05-31,Bitter Gourd (Kg),,0.5,0.00,0.000,17.90,35.80,209792000001113316,ODRGANUZ3W,NISHIT (LA PINOZ KOR),2021-05-15,INV-008151,Sales,,,,1 Kg
209792000001530395,Closed,209792000000137255,2021-05-15,,101.40,101.40,0.00,0.00,,2021-05-31,Beans (Horicot) (Kg),,0.5,0.00,0.000,29.00,58.00,209792000001113172,SG0M3R0WYP,NISHIT (LA PINOZ KOR),2021-05-15,INV-008151,Sales,,,,1 Kg
209792000001530395,Closed,209792000000137255,2021-05-15,,101.40,101.40,0.00,0.00,,2021-05-31,Cauliflower (Pc),,1,0.00,0.000,23.50,23.50,209792000001112443,PTF9DK1RSO,NISHIT (LA PINOZ KOR),2021-05-15,INV-008151,Sales,,,,1 Pc
209792000001530395,Closed,209792000000137255,2021-05-15,,101.40,101.40,0.00,0.00,,2021-05-31,Bottle Gourd (Medium) (Kg),,0.5,0.00,0.000,11.00,22.00,209792000001112396,0S9YA43T4Y,NISHIT (LA PINOZ KOR),2021-05-15,INV-008151,Sales,,,,1 Kg
209792000001530395,Closed,209792000000137255,2021-05-15,,101.40,101.40,0.00,0.00,,2021-05-31,Brinjal (Small) (Kg),,1,0.00,0.000,20.00,20.00,209792000001112405,2OA8SNP28A,NISHIT (LA PINOZ KOR),2021-05-15,INV-008151,Sales,,,,1 Kg
209792000001530415,Closed,209792000000638269,2021-05-15,,90.50,90.50,0.00,0.00,,2021-05-31,Brinjal (Bottle Black) (Kg),,0.6,0.00,0.000,21.00,35.00,209792000001112659,1U0HDLOMHW,FORTUNE FOODS( LA PINOZ BTM),2021-05-15,INV-008152,Sales,,,,1 Kg
209792000001530415,Closed,209792000000638269,2021-05-15,,90.50,90.50,0.00,0.00,,2021-05-31,Cauliflower (Pc),,1,0.00,0.000,23.50,23.50,209792000001112443,PTF9DK1RSO,FORTUNE FOODS( LA PINOZ BTM),2021-05-15,INV-008152,Sales,,,,1 Pc
209792000001530415,Closed,209792000000638269,2021-05-15,,90.50,90.50,0.00,0.00,,2021-05-31,Potato (Big) (Kg),,2,0.00,0.000,46.00,23.00,209792000001112515,S0Z3L759DM,FORTUNE FOODS( LA PINOZ BTM),2021-05-15,INV-008152,Sales,,,,1 Kg
209792000001530431,Closed,209792000000638269,2021-05-15,,140.45,140.45,0.00,0.00,,2021-05-31,Capsicum Green (Big) (Kg),,2,0.00,0.000,64.00,32.00,209792000001112452,MGJOMVY2D0,FORTUNE FOODS( LA PINOZ BTM),2021-05-15,INV-008153,Sales,,,,1 Kg
209792000001530431,Closed,209792000000638269,2021-05-15,,140.45,140.45,0.00,0.00,,2021-05-31,Onion (Big) (Kg),,3,0.00,0.000,61.50,20.50,209792000001112497,NN0EKZK8JQ,FORTUNE FOODS( LA PINOZ BTM),2021-05-15,INV-008153,Sales,,,,1 Kg
209792000001530431,Closed,209792000000638269,2021-05-15,,140.45,140.45,0.00,0.00,,2021-05-31,Tomato Hybrid (Kg),,1.15,0.00,0.000,14.95,13.00,209792000001113037,4I29EDU302,FORTUNE FOODS( LA PINOZ BTM),2021-05-15,INV-008153,Sales,,,,1 Kg
209792000001530447,Closed,209792000001050215,2021-05-15,,551.26,551.26,0.00,0.00,,2021-05-31,Carrot Local (Big) (Kg),,0.5,0.00,0.000,12.60,25.20,209792000001113427,M20N4ONT1L,MUMBAI XPRESS (VVPURAM),2021-05-15,INV-008154,Sales,,,,1 Kg
209792000001530447,Closed,209792000001050215,2021-05-15,,551.26,551.26,0.00,0.00,,2021-05-31,Tomato Hybrid (Kg),,2,0.00,0.000,26.00,13.00,209792000001113037,4I29EDU302,MUMBAI XPRESS (VVPURAM),2021-05-15,INV-008154,Sales,,,,1 Kg
209792000001530447,Closed,209792000001050215,2021-05-15,,551.26,551.26,0.00,0.00,,2021-05-31,Spring Onion (Kg),,0.6,0.00,0.000,31.80,53.00,209792000001113109,3ET2MG56KZ,MUMBAI XPRESS (VVPURAM),2021-05-15,INV-008154,Sales,,,,1 Kg
209792000001530447,Closed,209792000001050215,2021-05-15,,551.26,551.26,0.00,0.00,,2021-05-31,Coriander (Kg),,0.5,0.00,0.000,22.80,45.60,209792000001113073,ACDMV8A2AA,MUMBAI XPRESS (VVPURAM),2021-05-15,INV-008154,Sales,,,,1 Kg
209792000001530447,Closed,209792000001050215,2021-05-15,,551.26,551.26,0.00,0.00,,2021-05-31,Mint (Kg),,0.2,0.00,0.000,6.84,34.20,209792000001113082,UF2WTO04TC,MUMBAI XPRESS (VVPURAM),2021-05-15,INV-008154,Sales,,,,1 Kg
209792000001530447,Closed,209792000001050215,2021-05-15,,551.26,551.26,0.00,0.00,,2021-05-31,Ginger (Kg),,0.6,0.00,0.000,17.40,29.00,209792000001112470,O98LECRQI4,MUMBAI XPRESS (VVPURAM),2021-05-15,INV-008154,Sales,,,,1 Kg
209792000001530447,Closed,209792000001050215,2021-05-15,,551.26,551.26,0.00,0.00,,2021-05-31,Peeled Garlic (Kg),,0.5,0.00,0.000,75.00,150.00,209792000001112992,7O3Z94XANH,MUMBAI XPRESS (VVPURAM),2021-05-15,INV-008154,Sales,,,,1 Kg
209792000001530447,Closed,209792000001050215,2021-05-15,,551.26,551.26,0.00,0.00,,2021-05-31,Beans (Horicot) (Kg),,0.5,0.00,0.000,29.00,58.00,209792000001113172,SG0M3R0WYP,MUMBAI XPRESS (VVPURAM),2021-05-15,INV-008154,Sales,,,,1 Kg
209792000001530447,Closed,209792000001050215,2021-05-15,,551.26,551.26,0.00,0.00,,2021-05-31,Cabbage (Local) (Kg),,3.4,0.00,0.000,50.32,14.80,209792000001113598,M1ZE9DWGQ3,MUMBAI XPRESS (VVPURAM),2021-05-15,INV-008154,Sales,,,,1 Kg
209792000001530447,Closed,209792000001050215,2021-05-15,,551.26,551.26,0.00,0.00,,2021-05-31,Cauliflower (Pc),,3,0.00,0.000,70.50,23.50,209792000001112443,PTF9DK1RSO,MUMBAI XPRESS (VVPURAM),2021-05-15,INV-008154,Sales,,,,1 Pc
209792000001530447,Closed,209792000001050215,2021-05-15,,551.26,551.26,0.00,0.00,,2021-05-31,Green Chilly (Kg),,0.6,0.00,0.000,33.00,55.00,209792000001113181,QI1YQOT6ZY,MUMBAI XPRESS (VVPURAM),2021-05-15,INV-008154,Sales,,,,1 Kg
209792000001530447,Closed,209792000001050215,2021-05-15,,551.26,551.26,0.00,0.00,,2021-05-31,Capsicum Green (Big) (Kg),,1,0.00,0.000,32.00,32.00,209792000001112452,MGJOMVY2D0,MUMBAI XPRESS (VVPURAM),2021-05-15,INV-008154,Sales,,,,1 Kg
209792000001530447,Closed,209792000001050215,2021-05-15,,551.26,551.26,0.00,0.00,,2021-05-31,Potato (Medium) (Kg),,3,0.00,0.000,66.00,22.00,209792000001113745,NAXIK9P3NZ,MUMBAI XPRESS (VVPURAM),2021-05-15,INV-008154,Sales,,,,1 Kg
209792000001530447,Closed,209792000001050215,2021-05-15,,551.26,551.26,0.00,0.00,,2021-05-31,Onion (Big) (Kg),,4,0.00,0.000,78.00,19.50,209792000001112497,NN0EKZK8JQ,MUMBAI XPRESS (VVPURAM),2021-05-15,INV-008154,Sales,,,,1 Kg
209792000001530485,Closed,209792000000685419,2021-05-15,,349.00,349.00,0.00,0.00,,2021-05-31,Chinese Cabbage (Kg),,1,0.00,0.000,63.00,63.00,209792000001112830,OQS7KSIPVU,VEGAN HEAT,2021-05-15,INV-008155,Sales,,,,1 Kg
209792000001530485,Closed,209792000000685419,2021-05-15,,349.00,349.00,0.00,0.00,,2021-05-31,Ice Burg Lettuce (Kg),,4.4,0.00,0.000,286.00,65.00,209792000001113271,JGFS9T032F,VEGAN HEAT,2021-05-15,INV-008155,Sales,,,,1 Kg
209792000001530499,Closed,209792000000703403,2021-05-15,,904.46,904.46,0.00,0.00,,2021-05-31,Beans (Horicot) (Kg),,1,0.00,0.000,58.00,58.00,209792000001113172,SG0M3R0WYP,THE PUNJABI RASOI (HSR),2021-05-15,INV-008156,Sales,,,,1 Kg
209792000001530499,Closed,209792000000703403,2021-05-15,,904.46,904.46,0.00,0.00,,2021-05-31,Cabbage (Local) (Kg),,2.4,0.00,0.000,35.52,14.80,209792000001113598,M1ZE9DWGQ3,THE PUNJABI RASOI (HSR),2021-05-15,INV-008156,Sales,,,,1 Kg
209792000001530499,Closed,209792000000703403,2021-05-15,,904.46,904.46,0.00,0.00,,2021-05-31,Capsicum Green (Big) (Kg),,3,0.00,0.000,96.00,32.00,209792000001112452,MGJOMVY2D0,THE PUNJABI RASOI (HSR),2021-05-15,INV-008156,Sales,,,,1 Kg
209792000001530499,Closed,209792000000703403,2021-05-15,,904.46,904.46,0.00,0.00,,2021-05-31,Carrot Local (Medium) (Kg),,1,0.00,0.000,23.00,23.00,209792000001113481,R50MPO8SW3,THE PUNJABI RASOI (HSR),2021-05-15,INV-008156,Sales,,,,1 Kg
209792000001530499,Closed,209792000000703403,2021-05-15,,904.46,904.46,0.00,0.00,,2021-05-31,Cauliflower (Pc),,10,0.00,0.000,235.00,23.50,209792000001112443,PTF9DK1RSO,THE PUNJABI RASOI (HSR),2021-05-15,INV-008156,Sales,,,,1 Pc
209792000001530499,Closed,209792000000703403,2021-05-15,,904.46,904.46,0.00,0.00,,2021-05-31,Green Chilly (Kg),,1,0.00,0.000,55.00,55.00,209792000001113181,QI1YQOT6ZY,THE PUNJABI RASOI (HSR),2021-05-15,INV-008156,Sales,,,,1 Kg
209792000001530499,Closed,209792000000703403,2021-05-15,,904.46,904.46,0.00,0.00,,2021-05-31,Coriander (Kg),,0.5,0.00,0.000,22.80,45.60,209792000001113073,ACDMV8A2AA,THE PUNJABI RASOI (HSR),2021-05-15,INV-008156,Sales,,,,1 Kg
209792000001530499,Closed,209792000000703403,2021-05-15,,904.46,904.46,0.00,0.00,,2021-05-31,Ginger (Kg),,2,0.00,0.000,58.00,29.00,209792000001112470,O98LECRQI4,THE PUNJABI RASOI (HSR),2021-05-15,INV-008156,Sales,,,,1 Kg
209792000001530499,Closed,209792000000703403,2021-05-15,,904.46,904.46,0.00,0.00,,2021-05-31,Lemon (Kg),,0.4,0.00,0.000,48.80,122.00,209792000001113100,QGIBVYPVZU,THE PUNJABI RASOI (HSR),2021-05-15,INV-008156,Sales,,,,1 Kg
209792000001530499,Closed,209792000000703403,2021-05-15,,904.46,904.46,0.00,0.00,,2021-05-31,Palak (Kg),,4,0.00,0.000,200.00,50.00,209792000001113091,1V92C2358A,THE PUNJABI RASOI (HSR),2021-05-15,INV-008156,Sales,,,,1 Kg
209792000001530499,Closed,209792000000703403,2021-05-15,,904.46,904.46,0.00,0.00,,2021-05-31,Mint (Kg),,0.2,0.00,0.000,6.84,34.20,209792000001113082,UF2WTO04TC,THE PUNJABI RASOI (HSR),2021-05-15,INV-008156,Sales,,,,1 Kg
209792000001530499,Closed,209792000000703403,2021-05-15,,904.46,904.46,0.00,0.00,,2021-05-31,Brinjal (Bottle Black) (Kg),,0.5,0.00,0.000,17.50,35.00,209792000001112659,1U0HDLOMHW,THE PUNJABI RASOI (HSR),2021-05-15,INV-008156,Sales,,,,1 Kg
209792000001530499,Closed,209792000000703403,2021-05-15,,904.46,904.46,0.00,0.00,,2021-05-31,Bottle Gourd (Medium) (Kg),,2,0.00,0.000,48.00,24.00,209792000001112396,0S9YA43T4Y,THE PUNJABI RASOI (HSR),2021-05-15,INV-008156,Sales,,,,1 Kg
209792000001530535,Closed,209792000000106001,2021-05-15,,148.00,148.00,0.00,0.00,,2021-05-31,Onion (Big) (Kg),,1,0.00,0.000,20.50,20.50,209792000001112497,NN0EKZK8JQ,CHUNG WAH (KOR),2021-05-15,INV-008157,Sales,,,,1 Kg
209792000001530535,Closed,209792000000106001,2021-05-15,,148.00,148.00,0.00,0.00,,2021-05-31,Potato (Medium) (Kg),,3,0.00,0.000,66.00,22.00,209792000001113745,NAXIK9P3NZ,CHUNG WAH (KOR),2021-05-15,INV-008157,Sales,,,,1 Kg
209792000001530535,Closed,209792000000106001,2021-05-15,,148.00,148.00,0.00,0.00,,2021-05-31,Mushroom (Pc),,1,0.00,0.000,38.00,38.00,209792000001112551,BFXJMXPN1Q,CHUNG WAH (KOR),2021-05-15,INV-008157,Sales,,,,1 Pc
209792000001530535,Closed,209792000000106001,2021-05-15,,148.00,148.00,0.00,0.00,,2021-05-31,Cauliflower (Pc),,1,0.00,0.000,23.50,23.50,209792000001112443,PTF9DK1RSO,CHUNG WAH (KOR),2021-05-15,INV-008157,Sales,,,,1 Pc
209792000001530553,Closed,209792000000741195,2021-05-15,,388.48,388.48,0.00,0.00,,2021-05-31,Capsicum Green (Big) (Kg),,2.1,0.00,0.000,67.20,32.00,209792000001112452,MGJOMVY2D0,THE PUNJABI RASOI (INR),2021-05-15,INV-008158,Sales,,,,1 Kg
209792000001530553,Closed,209792000000741195,2021-05-15,,388.48,388.48,0.00,0.00,,2021-05-31,Green Chilly (Kg),,0.7,0.00,0.000,38.50,55.00,209792000001113181,QI1YQOT6ZY,THE PUNJABI RASOI (INR),2021-05-15,INV-008158,Sales,,,,1 Kg
209792000001530553,Closed,209792000000741195,2021-05-15,,388.48,388.48,0.00,0.00,,2021-05-31,Cauliflower (Pc),,7,0.00,0.000,164.50,23.50,209792000001112443,PTF9DK1RSO,THE PUNJABI RASOI (INR),2021-05-15,INV-008158,Sales,,,,1 Pc
209792000001530553,Closed,209792000000741195,2021-05-15,,388.48,388.48,0.00,0.00,,2021-05-31,Mint (Kg),,0.4,0.00,0.000,13.68,34.20,209792000001113082,UF2WTO04TC,THE PUNJABI RASOI (INR),2021-05-15,INV-008158,Sales,,,,1 Kg
209792000001530553,Closed,209792000000741195,2021-05-15,,388.48,388.48,0.00,0.00,,2021-05-31,Beans (White) (Kg),,1.1,0.00,0.000,66.00,60.00,209792000001112378,INM70U7SEV,THE PUNJABI RASOI (INR),2021-05-15,INV-008158,Sales,,,,1 Kg
209792000001530553,Closed,209792000000741195,2021-05-15,,388.48,388.48,0.00,0.00,,2021-05-31,Carrot Local (Medium) (Kg),,1,0.00,0.000,23.00,23.00,209792000001113481,R50MPO8SW3,THE PUNJABI RASOI (INR),2021-05-15,INV-008158,Sales,,,,1 Kg
209792000001530553,Closed,209792000000741195,2021-05-15,,388.48,388.48,0.00,0.00,,2021-05-31,Banana (Robusta) (Kg),,0.6,0.00,0.000,15.60,26.00,209792000001112776,ZOLSZIMNME,THE PUNJABI RASOI (INR),2021-05-15,INV-008158,Sales,,,,1 Kg
209792000001530579,Closed,209792000000762025,2021-05-15,,360.05,360.05,0.00,0.00,,2021-05-31,Coriander (Kg),,1.5,0.00,0.000,68.40,45.60,209792000001113073,ACDMV8A2AA,THE PUNJABI RASOI (ARK),2021-05-15,INV-008159,Sales,,,,1 Kg
209792000001530579,Closed,209792000000762025,2021-05-15,,360.05,360.05,0.00,0.00,,2021-05-31,Green Chilly (Kg),,0.5,0.00,0.000,27.50,55.00,209792000001113181,QI1YQOT6ZY,THE PUNJABI RASOI (ARK),2021-05-15,INV-008159,Sales,,,,1 Kg
209792000001530579,Closed,209792000000762025,2021-05-15,,360.05,360.05,0.00,0.00,,2021-05-31,Spring Onion (Kg),,0.6,0.00,0.000,31.80,53.00,209792000001113109,3ET2MG56KZ,THE PUNJABI RASOI (ARK),2021-05-15,INV-008159,Sales,,,,1 Kg
209792000001530579,Closed,209792000000762025,2021-05-15,,360.05,360.05,0.00,0.00,,2021-05-31,Ginger (Kg),,1.2,0.00,0.000,34.80,29.00,209792000001112470,O98LECRQI4,THE PUNJABI RASOI (ARK),2021-05-15,INV-008159,Sales,,,,1 Kg
209792000001530579,Closed,209792000000762025,2021-05-15,,360.05,360.05,0.00,0.00,,2021-05-31,Mint (Kg),,0.25,0.00,0.000,8.55,34.20,209792000001113082,UF2WTO04TC,THE PUNJABI RASOI (ARK),2021-05-15,INV-008159,Sales,,,,1 Kg
209792000001530579,Closed,209792000000762025,2021-05-15,,360.05,360.05,0.00,0.00,,2021-05-31,Beans (Horicot) (Kg),,0.5,0.00,0.000,29.00,58.00,209792000001113172,SG0M3R0WYP,THE PUNJABI RASOI (ARK),2021-05-15,INV-008159,Sales,,,,1 Kg
209792000001530579,Closed,209792000000762025,2021-05-15,,360.05,360.05,0.00,0.00,,2021-05-31,Cucumber (Kg),,1,0.00,0.000,14.90,14.90,209792000001112425,ILP1KN4HXZ,THE PUNJABI RASOI (ARK),2021-05-15,INV-008159,Sales,,,,1 Kg
209792000001530579,Closed,209792000000762025,2021-05-15,,360.05,360.05,0.00,0.00,,2021-05-31,Lemon Green-Kg (Kg),,0.25,0.00,0.000,33.50,134.00,209792000001112875,EQZGF8243A,THE PUNJABI RASOI (ARK),2021-05-15,INV-008159,Sales,,,,1 Kg
209792000001530579,Closed,209792000000762025,2021-05-15,,360.05,360.05,0.00,0.00,,2021-05-31,Carrot Local (Big) (Kg),,0.5,0.00,0.000,12.60,25.20,209792000001113427,M20N4ONT1L,THE PUNJABI RASOI (ARK),2021-05-15,INV-008159,Sales,,,,1 Kg
209792000001530579,Closed,209792000000762025,2021-05-15,,360.05,360.05,0.00,0.00,,2021-05-31,Capsicum Green (Big) (Kg),,2,0.00,0.000,64.00,32.00,209792000001112452,MGJOMVY2D0,THE PUNJABI RASOI (ARK),2021-05-15,INV-008159,Sales,,,,1 Kg
209792000001530579,Closed,209792000000762025,2021-05-15,,360.05,360.05,0.00,0.00,,2021-05-31,Brinjal (Bottle Black) (Kg),,1,0.00,0.000,35.00,35.00,209792000001112659,1U0HDLOMHW,THE PUNJABI RASOI (ARK),2021-05-15,INV-008159,Sales,,,,1 Kg
209792000001530611,Closed,209792000000741195,2021-05-15,,962.08,962.08,0.00,0.00,,2021-05-31,Palak (Kg),,5,0.00,0.000,250.00,50.00,209792000001113091,1V92C2358A,THE PUNJABI RASOI (INR),2021-05-15,INV-008160,Sales,,,,1 Kg
209792000001530611,Closed,209792000000741195,2021-05-15,,962.08,962.08,0.00,0.00,,2021-05-31,Mint (Kg),,1.1,0.00,0.000,37.62,34.20,209792000001113082,UF2WTO04TC,THE PUNJABI RASOI (INR),2021-05-15,INV-008160,Sales,,,,1 Kg
209792000001530611,Closed,209792000000741195,2021-05-15,,962.08,962.08,0.00,0.00,,2021-05-31,Ladies Finger (Kg),,4.5,0.00,0.000,144.00,32.00,209792000001112488,M570GR5YJK,THE PUNJABI RASOI (INR),2021-05-15,INV-008160,Sales,,,,1 Kg
209792000001530611,Closed,209792000000741195,2021-05-15,,962.08,962.08,0.00,0.00,,2021-05-31,Cucumber (Kg),,1,0.00,0.000,14.90,14.90,209792000001112425,ILP1KN4HXZ,THE PUNJABI RASOI (INR),2021-05-15,INV-008160,Sales,,,,1 Kg
209792000001530611,Closed,209792000000741195,2021-05-15,,962.08,962.08,0.00,0.00,,2021-05-31,Coriander (Kg),,4.1,0.00,0.000,186.96,45.60,209792000001113073,ACDMV8A2AA,THE PUNJABI RASOI (INR),2021-05-15,INV-008160,Sales,,,,1 Kg
209792000001530611,Closed,209792000000741195,2021-05-15,,962.08,962.08,0.00,0.00,,2021-05-31,Cauliflower (Pc),,4,0.00,0.000,94.00,23.50,209792000001112443,PTF9DK1RSO,THE PUNJABI RASOI (INR),2021-05-15,INV-008160,Sales,,,,1 Pc
209792000001530611,Closed,209792000000741195,2021-05-15,,962.08,962.08,0.00,0.00,,2021-05-31,Carrot Local (Medium) (Kg),,1,0.00,0.000,23.00,23.00,209792000001113481,R50MPO8SW3,THE PUNJABI RASOI (INR),2021-05-15,INV-008160,Sales,,,,1 Kg
209792000001530611,Closed,209792000000741195,2021-05-15,,962.08,962.08,0.00,0.00,,2021-05-31,Capsicum Green (Big) (Kg),,3,0.00,0.000,96.00,32.00,209792000001112452,MGJOMVY2D0,THE PUNJABI RASOI (INR),2021-05-15,INV-008160,Sales,,,,1 Kg
209792000001530611,Closed,209792000000741195,2021-05-15,,962.08,962.08,0.00,0.00,,2021-05-31,Cabbage (Local) (Kg),,2,0.00,0.000,29.60,14.80,209792000001113598,M1ZE9DWGQ3,THE PUNJABI RASOI (INR),2021-05-15,INV-008160,Sales,,,,1 Kg
209792000001530611,Closed,209792000000741195,2021-05-15,,962.08,962.08,0.00,0.00,,2021-05-31,Beans (White) (Kg),,1,0.00,0.000,60.00,60.00,209792000001112378,INM70U7SEV,THE PUNJABI RASOI (INR),2021-05-15,INV-008160,Sales,,,,1 Kg
209792000001530611,Closed,209792000000741195,2021-05-15,,962.08,962.08,0.00,0.00,,2021-05-31,Banana (Robusta) (Kg),,1,0.00,0.000,26.00,26.00,209792000001112776,ZOLSZIMNME,THE PUNJABI RASOI (INR),2021-05-15,INV-008160,Sales,,,,1 Kg
209792000001530643,Closed,209792000000124737,2021-05-15,,950.40,950.40,0.00,0.00,,2021-05-31,Capsicum Green (Big) (Kg),,2,0.00,0.000,64.00,32.00,209792000001112452,MGJOMVY2D0,MUMBAI XPRESS Kor,2021-05-15,INV-008161,Sales,,,,1 Kg
209792000001530643,Closed,209792000000124737,2021-05-15,,950.40,950.40,0.00,0.00,,2021-05-31,Carrot Local (Medium) (Kg),,1,0.00,0.000,23.00,23.00,209792000001113481,R50MPO8SW3,MUMBAI XPRESS Kor,2021-05-15,INV-008161,Sales,,,,1 Kg
209792000001530643,Closed,209792000000124737,2021-05-15,,950.40,950.40,0.00,0.00,,2021-05-31,Cabbage (Local) (Kg),,2,0.00,0.000,29.60,14.80,209792000001113598,M1ZE9DWGQ3,MUMBAI XPRESS Kor,2021-05-15,INV-008161,Sales,,,,1 Kg
209792000001530643,Closed,209792000000124737,2021-05-15,,950.40,950.40,0.00,0.00,,2021-05-31,Cauliflower (Pc),,6,0.00,0.000,141.00,23.50,209792000001112443,PTF9DK1RSO,MUMBAI XPRESS Kor,2021-05-15,INV-008161,Sales,,,,1 Pc
209792000001530643,Closed,209792000000124737,2021-05-15,,950.40,950.40,0.00,0.00,,2021-05-31,Tomato Hybrid (Kg),,4,0.00,0.000,52.00,13.00,209792000001113037,4I29EDU302,MUMBAI XPRESS Kor,2021-05-15,INV-008161,Sales,,,,1 Kg
209792000001530643,Closed,209792000000124737,2021-05-15,,950.40,950.40,0.00,0.00,,2021-05-31,Peeled Garlic (Kg),,1,0.00,0.000,150.00,150.00,209792000001112992,7O3Z94XANH,MUMBAI XPRESS Kor,2021-05-15,INV-008161,Sales,,,,1 Kg
209792000001530643,Closed,209792000000124737,2021-05-15,,950.40,950.40,0.00,0.00,,2021-05-31,Coriander (Kg),,1.5,0.00,0.000,68.40,45.60,209792000001113073,ACDMV8A2AA,MUMBAI XPRESS Kor,2021-05-15,INV-008161,Sales,,,,1 Kg
209792000001530643,Closed,209792000000124737,2021-05-15,,950.40,950.40,0.00,0.00,,2021-05-31,Lettuce (Green) (Kg),,0.2,0.00,0.000,12.40,62.00,209792000001112614,L3KWA8JEHV,MUMBAI XPRESS Kor,2021-05-15,INV-008161,Sales,,,,1 Kg
209792000001530643,Closed,209792000000124737,2021-05-15,,950.40,950.40,0.00,0.00,,2021-05-31,Onion (Big) (Kg),,20,0.00,0.000,410.00,20.50,209792000001112497,NN0EKZK8JQ,MUMBAI XPRESS Kor,2021-05-15,INV-008161,Sales,,,,1 Kg
209792000001530671,Closed,209792000001047611,2021-05-15,,270.55,270.55,0.00,0.00,,2021-05-31,Cauliflower (Pc),,4,0.00,0.000,94.00,23.50,209792000001112443,PTF9DK1RSO,BATHINDA JUNCTION KOR,2021-05-15,INV-008162,Sales,,,,1 Pc
